home_name,competition_name,gameId,hta,away_id,htf,away_logo,league,home_id,home_score,result,date,away_score,home_logo,away_name,ground
Norway,FIRA Championship D2,242943,24,41,0,,239923,68,43,lost,23 May 2015,0,,Bulgaria,Bergen
Peru,South American Championship,239321,20,104,15,,239319,40,28,lost,31 Aug 2014,33,,Venezuela,Antioquia
Turkey,FIRA Championship D2,262839,13,41,26,,239923,171355,28,lost,25 Apr 2015,26,,Bulgaria,Antalya
Ecuador,South American Championship,239329,-,40,-,,239319,177673,17,won,6 Sep 2014,24,,Peru,Antioquia
Chinese Taipei,Asian 5 Nations - Divisio,262859,-,133753,-,,262827,48,12,won,16 May 2015,5,,United Arab Emirates,Kuala Lumpur
Colombia,South American Championship,239327,32,40,6,,239319,97,56,lost,3 Sep 2014,6,,Peru,Antioquia
Slovenia,FIRA Championship D2,190293,19,41,12,,168470,86,43,lost,12 Apr 2014,17,,Bulgaria,Ljubliana
Bulgaria,FIRA Championship D2,190309,39,139,3,,168470,41,15,lost,26 Apr 2014,46,,Cyprus,Sofia
Bosnia and Herzegovina,FIRA Championship D2,242913,35,41,7,,239923,88,59,lost,4 Oct 2014,12,,Bulgaria,Zenica
Slovenia,FIRA Championship D2,239937,22,47,0,,239923,86,48,lost,18 Oct 2014,3,,Serbia and Montenegro,Ljubliana
Serbia and Montenegro,FIRA Championship D2,273031,19,86,7,,239923,47,17,lost,7 Nov 2015,33,,Slovenia,Belgrade
Madagascar,African CAR Championship,266079,21,132,14,,259381,52,33,won,11 Jul 2015,24,,Mauritius,Kampala
Papua New Guinea,Oceania Cup,272995,-,50,-,,272983,45,58,won,30 Aug 2015,19,,Solomon Islands,Port Moresby
Chinese Taipei,Asian 5 Nations - Divisio,222813,-,95,-,,222787,48,8,lost,10 May 2014,37,,Kazakhstan,Hong Kong
American Samoa,Oceania Cup,272985,-,50,-,,272983,272969,30,lost,22 Aug 2015,15,,Solomon Islands,Port Moresby
Serbia and Montenegro,FIRA Championship D2,240021,0,85,12,,239923,47,22,won,18 Apr 2015,3,,Austria,Belgrade
Madagascar,2015 Rugby World Cup Qualifier,220547,63,82,0,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,161354,52,10,lost,6 Jul 2014,89,,Namibia,Antananarive
Botswana,African CAR Championship,266063,13,52,12,,259381,100,18,won,5 Jul 2015,36,,Madagascar,Kampala
Ivory Coast,African CAR Championship,266073,17,52,10,,259381,63,26,won,8 Jul 2015,30,,Madagascar,Kampala
Philippines,2015 Rugby World Cup Qualifier,214949,15,49,22,,161354,136,22,won,24 May 2014,52,,Korea,Silangan
American Samoa,Oceania Cup,272993,-,55,-,,272983,272969,8,won,30 Aug 2015,20,,Tahiti,Port Moresby
Papua New Guinea,Oceania Cup,272991,-,272969,-,,272983,45,36,won,26 Aug 2015,22,,American Samoa,Port Moresby
Andorra,FIRA Championship D2,190273,15,47,6,,168470,80,23,lost,29 Mar 2014,13,,Serbia and Montenegro,Andorra la Vella
Malta,FIRA Championship D2,240025,10,56,18,,239923,108,20,won,25 Apr 2015,23,,Switzerland,Gozo
Papua New Guinea,Oceania Cup,272987,-,55,-,,272983,45,32,won,22 Aug 2015,10,,Tahiti,Port Moresby
Georgia,2015 Rugby World Cup Qualifier,190255,10,57,7,,161354,81,36,lost,22 Feb 2014,10,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Russia,Tbilisi
Kazakhstan,Asian 5 Nations - Divisio,262845,-,51,-,,262825,95,32,lost,9 May 2015,12,,Singapore,Ciudad de Victoria
Philippines,Asian 5 Nations - Divisio,262841,0,51,10,,262825,136,20,lost,6 May 2015,17,,Singapore,Ciudad de Victoria
United Arab Emirates,Asian 5 Nations - Divisio,222799,10,51,19,,222787,133753,13,won,23 Apr 2014,30,,Singapore,Dubai
Namibia,Russia tour,266287,16,57,5,,266283,82,45,lost,18 Jul 2015,5,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Russia,Windhoek
Switzerland,FIRA Championship D2,190285,9,108,9,,168470,56,14,lost,12 Apr 2014,29,,Malta,Winterthur
Czech Republic,FIRA Championship D2,273013,0,56,10,,239923,91,14,won,24 Oct 2015,20,,Switzerland,Vyskov
Switzerland,FIRA Championship D2,239947,10,91,14,,239923,56,14,lost,1 Nov 2014,27,,Czech Republic,Nyon
