htf,rival_name,hta,team_score,rival_score,team_id,result,date,ground
0,v Ireland,12,3,19,20,lost,20 Mar 2004,Lansdowne Road
27,v Arabian Gulf,9,82,9,23,won,16 Apr 2006,Tokyo
33,v Korea,0,50,14,23,won,23 Apr 2006,Tokyo
25,v Norway,5,28,5,30,won,15 Oct 2011,Odense
13,v Hungary,13,21,13,30,won,29 Oct 2011,Esztergom
5,v Austria,10,28,22,30,won,21 Apr 2012,Odense
0,v Israel,10,0,15,30,lost,2 Jun 2012,Netanya
3,v Andorra,6,6,6,30,draw,13 Oct 2012,Odense
10,v Germany,18,10,29,22,lost,27 Nov 2010,Amsterdam
0,v Poland,17,18,32,22,lost,16 Apr 2011,Krakow
6,v Belgium,17,18,30,22,lost,23 Apr 2011,Amsterdam
8,v Moldova,12,15,22,22,lost,30 Apr 2011,Chisinau
0,v Germany,15,7,23,22,lost,12 Nov 2011,Hanover
10,v Czech Rep,10,10,22,22,lost,19 Nov 2011,Prague
13,v Lithuania,5,26,22,31,won,6 Nov 2010,Trelleborg
-,v Denmark,-,52,15,31,won,9 Apr 2011,Sodertalje
7,v Malta,3,24,13,31,won,7 May 2011,Enkoping
32,v Latvia,3,54,29,31,won,14 May 2011,Riga
6,v Norway,7,18,7,31,won,3 Sep 2011,Bergen
23,v Lithuania,13,30,30,31,draw,22 Oct 2011,Kaunas
13,v USA,11,13,42,29,lost,30 Sep 2006,Montevideo
7,v USA,18,7,33,29,lost,7 Oct 2006,Stanford
-,v Portugal,-,5,12,29,lost,10 Mar 2007,Lisbon
6,v Portugal,6,18,12,29,won,24 Mar 2007,Montevideo
0,v Italy,8,5,29,29,lost,2 Jun 2007,Montevideo
22,v Sri Lanka,3,48,3,26,won,7 May 2011,Colombo
29,v UAE,3,62,3,26,won,21 May 2011,Hong Kong
36,v UAE,7,72,14,26,won,10 Dec 2011,Dubai
10,v Kenya,12,44,17,26,won,13 Dec 2011,Dubai
10,v Brazil,3,37,3,26,won,16 Dec 2011,Dubai
