htf,rival_name,hta,team_score,rival_score,team_id,result,date,ground
9,v Denmark,11,29,27,85,won,11 Oct 2014,Vienna
5,v Netherlands,19,24,29,83,lost,20 Apr 2013,Zagreb
9,v Lithuania,12,14,15,83,lost,27 Apr 2013,Vilnius
11,v Switzerland,18,11,26,83,lost,2 Nov 2013,Split
6,v Malta,3,9,6,90,won,30 Oct 2010,Siauliai
5,v Sweden,13,22,26,90,lost,6 Nov 2010,Trelleborg
15,v Latvia,0,57,3,90,won,30 Apr 2011,Kaunas
10,v Croatia,5,29,12,90,won,7 May 2011,Zagreb
-,v Sri Lanka,-,12,24,95,lost,12 Nov 2005,Colombo
-,v Singapore,-,29,0,95,won,8 Jun 2006,Singapore
-,v C Taipai,-,18,20,95,lost,11 Jun 2006,Singapore
-,v Brazil,-,6,34,97,lost,19 Jun 2008,Asuncion
-,v Venezuela,-,15,34,97,lost,21 Jun 2008,Asuncion
-,v Peru,-,25,20,97,won,23 Jun 2008,Asuncion
-,v Paraguay,-,7,60,97,lost,26 Jun 2008,Asuncion
-,v Peru,-,33,10,97,won,29 Nov 2009,San Jose
-,v Costa Rica,-,48,3,97,won,2 Dec 2009,San Jose
7,v Romania,29,13,46,91,lost,17 Mar 2007,Prague
0,v Georgia,57,3,98,91,lost,7 Apr 2007,Tbilisi
-,v Madagascar,-,21,26,103,lost,29 Sep 2001,Manzini
-,v Swaziland,-,25,22,100,won,4 Sep 2004,Gaberone
-,v Nigeria,-,37,0,100,won,25 Nov 2004,Bamako
-,v Azerbaijan,-,41,3,98,won,3 Nov 2007,Paphos
-,v Greece,-,9,21,98,lost,23 Feb 2008,Menton
-,v Bosnia & Her,-,5,50,98,lost,11 Oct 2008,Menton
7,v Sri Lanka,6,7,9,101,lost,7 Apr 2002,Colombo
29,v Kazakhstan,10,57,15,101,won,14 Apr 2002,Shanghai
-,v St V&G,-,26,22,102,won,21 Jun 2014,Castries
7,v B Virgin Is,10,14,22,102,lost,28 Feb 2015,Castries
0,v St V&G,10,8,16,102,lost,21 Mar 2015,Castries
-,v ,-,19,36,102,lost,11 Apr 2015,Castries
6,v Norway,0,9,11,88,lost,3 Nov 2012,Bergen
10,v Greece,16,17,22,88,lost,17 Nov 2012,Thessaloniki
-,v Luxembourg,-,55,6,94,won,16 Apr 2005,Chisinau
-,v Austria,-,17,19,94,lost,30 Apr 2005,Vienna
20,v Netherlands,19,30,27,94,won,12 Nov 2005,Chisinau
3,v Romania,14,3,33,84,lost,22 May 2010,Kiev
0,v Romania,35,7,61,84,lost,5 Jun 2010,Botoşani
0,v Georgia,24,3,62,84,lost,5 Feb 2011,Tbilisi
24,v Israel,5,29,22,87,won,26 Apr 2014,Riga
3,v Denmark,6,16,9,87,won,3 May 2014,Odense
10,v Croatia,3,10,16,87,lost,21 Jun 2014,Rida
7,v Slovenia,8,17,11,89,won,10 Oct 2009,Pecs
8,v Denmark,15,18,27,89,lost,31 Oct 2009,Odense
19,v Norway,10,34,17,89,won,1 May 2010,Esztergom
9,v Austria,10,17,19,89,lost,15 May 2010,Vienna
12,v Portugal,3,31,3,81,won,2 Feb 2008,Tbilisi
10,v Romania,7,22,7,81,won,9 Feb 2008,Tbilisi
9,v Tunisia,10,22,10,82,won,28 Nov 2009,Windhoek
5,v Russia,17,15,30,82,lost,23 Jan 2010,Windhoek
3,v Romania,7,21,17,82,won,11 Jun 2010,Bucharest
8,v Scotland A,13,23,20,82,won,15 Jun 2010,Bucharest
3,v Luxembourg,10,13,18,85,lost,8 Nov 2014,Luxembourg
0,v Serbia & Mon,12,3,22,85,lost,18 Apr 2015,Belgrade
13,v Slovenia,0,16,17,85,lost,25 Apr 2015,Vienna
8,v Malta,14,18,37,83,lost,9 Nov 2013,Paola
3,v Netherlands,12,13,45,83,lost,12 Apr 2014,Amsterdam
3,v Lithuania,8,25,21,83,won,19 Apr 2014,Zagreb
13,v Sweden,23,30,30,90,draw,22 Oct 2011,Kaunas
10,v Malta,0,10,14,90,lost,5 Nov 2011,Paola
20,v Latvia,8,48,8,90,won,28 Apr 2012,Riga
14,v Croatia,9,28,26,90,won,5 May 2012,Vilnius
10,v Malta,26,17,34,90,lost,3 Nov 2012,Paola
-,v Sri Lanka,-,71,6,95,won,8 May 2007,Almaty
-,v Arabian Gulf,-,49,9,95,won,11 May 2007,Dubai
-,v Thailand,-,69,21,95,won,3 Nov 2007,Colombo
-,v C Taipai,-,29,0,95,won,7 Nov 2007,Colombo
-,v Sri Lanka,-,24,17,95,won,10 Nov 2007,Colombo
-,v Venezuela,-,34,0,97,won,5 Dec 2009,San Jose
-,v Costa Rica,-,61,6,97,won,24 Oct 2010,Medellin
-,v Peru,-,7,21,97,lost,27 Oct 2010,Medellin
-,v Venezuela,-,26,28,97,lost,30 Oct 2010,Medellin
0,v Russia,29,6,62,91,lost,21 Apr 2007,Krasnodar
10,v Spain,24,15,42,91,lost,5 May 2007,Prague
0,v Portugal,16,3,23,91,lost,19 May 2007,Prague
0,v Spain,17,0,46,91,lost,3 Nov 2007,Madrid
3,v Portugal,13,6,42,91,lost,16 Feb 2008,Lisbon
-,v Zambia,-,9,61,103,lost,21 Sep 2002,Lusaka
-,v Botswana,-,10,10,103,draw,5 Oct 2002,Mbangwe
-,v Tanzania,-,36,0,103,won,2 Sep 2004,Gaberone
-,v Botswana,-,22,25,103,lost,4 Sep 2004,Gaberone
-,v Zambia,-,24,23,103,won,12 Mar 2005,Mbangwe
-,v Botswana,-,12,19,103,lost,23 Apr 2005,Gaberone
-,v Mali,-,12,6,100,won,27 Nov 2004,Bamako
-,v Zambia,-,24,28,100,lost,9 Apr 2005,Lusaka
-,v Swaziland,-,19,12,100,won,23 Apr 2005,Gaberone
-,v Peru,-,54,13,104,won,15 Nov 2000,Sao Paulo
-,v Cyprus,-,3,24,98,lost,6 Dec 2008,Episkopi
26,v Azerbaijan,0,38,12,98,won,31 Jan 2009,Saint-Laurent-du-Var
5,v Slovakia,8,10,11,98,lost,21 Mar 2009,Bratislava
3,v Kazakhstan,22,9,51,105,lost,25 Apr 2001,Manama
-,v C Taipai,-,21,29,101,lost,25 May 2002,Shanghai
-,v Hong Kong,-,7,34,101,lost,1 Jun 2002,Hong Kong
-,v Kazakhstan,-,37,30,101,won,16 Oct 2003,Beijing
22,v Thailand,10,34,23,101,won,15 Nov 2003,Bangkok
23,v Luxembourg,10,33,23,88,won,13 Apr 2013,Tesanj
10,v Finland,5,19,5,88,won,20 Apr 2013,Zenica
5,v Greece,17,17,20,88,lost,12 Oct 2013,Bihac
0,v Spain,19,7,40,94,lost,19 Nov 2005,Chisinau
5,v Poland,3,27,13,94,won,8 Apr 2006,Sochacewz
12,v Andorra,8,23,16,94,won,6 May 2006,Andorra la Vella
18,v Germany,24,26,24,94,won,11 Nov 2006,Chisinau
3,v Spain,14,13,35,84,lost,26 Feb 2011,Madrid
0,v Russia,24,5,41,84,lost,12 Mar 2011,Odessa
10,v Portugal,25,24,46,84,lost,19 Mar 2011,Lisbon
9,v Romania,19,16,41,84,lost,20 Aug 2011,Kiev
6,v Spain,20,6,41,84,lost,25 Feb 2012,Alushta
12,v Russia,21,19,38,84,lost,10 Mar 2012,Sotchi
10,v Hungary,11,16,14,87,won,2 Nov 2014,Esztergom
15,v Cyprus,10,39,20,87,won,15 Nov 2014,Riga
6,v Lithuania,18,11,46,87,lost,25 Apr 2015,Siauliai
5,v Andorra,11,5,14,87,lost,2 May 2015,Riga
17,v Austria,5,22,16,89,won,16 Oct 2010,Szazhalombatta
11,v Israel,10,14,23,89,lost,30 Oct 2010,Netanya
13,v Denmark,11,20,21,89,lost,6 Nov 2010,Odense
5,v Portugal,3,11,6,81,won,23 Feb 2008,Lisbon
10,v Czech Rep,3,22,3,81,won,29 Mar 2008,Prague
10,v Russia,6,18,12,81,won,12 Apr 2008,Krasnodar
12,v Spain,17,22,20,81,won,26 Apr 2008,Tbilisi
3,v E Springboks,3,3,11,81,lost,11 Jun 2008,Bucharest
7,v Uruguay,9,20,18,81,won,15 Jun 2008,Bucharest
0,v Georgia,13,21,16,82,won,20 Jun 2010,Bucharest
9,v Portugal,12,12,24,82,lost,20 Nov 2010,Coimbra
8,v Spain,24,20,33,82,lost,27 Nov 2010,Palma de Mallorca
3,v Romania,13,11,13,82,lost,10 Jun 2011,Bucharest
3,v Latvia,10,16,10,83,won,21 Jun 2014,Rida
12,v Malta,19,26,31,83,lost,1 Nov 2014,Paola
21,v Israel,14,31,20,83,won,8 Nov 2014,Split
6,v Netherlands,14,16,24,90,lost,10 Nov 2012,Siauliai
13,v Switzerland,17,21,37,90,lost,13 Apr 2013,Nyon
12,v Croatia,9,15,14,90,won,27 Apr 2013,Vilnius
-,v Malta,-,10,13,90,lost,2 Nov 2013,Vilnius
19,v Netherlands,17,25,34,90,lost,9 Nov 2013,Castricum
-,v Hong Kong,-,17,23,95,lost,3 May 2008,Hong Kong
0,v Japan,42,6,82,95,lost,10 May 2008,Almaty
-,v Korea,-,21,40,95,lost,18 May 2008,Seoul
-,v Arabian Gulf,-,56,27,95,won,24 May 2008,Taldykorgan
3,v Japan,40,10,87,95,lost,25 Apr 2009,Osaka
-,v Korea,-,30,27,95,won,2 May 2009,Almaty
5,v Venezuela,24,19,57,97,lost,21 Aug 2011,Lima
10,v Peru,17,10,36,97,lost,24 Aug 2011,Lima
7,v Costa Rica,12,27,12,97,won,27 Aug 2011,Lima
0,v Paraguay,35,17,54,97,lost,9 Sep 2012,Valencia
0,v Romania,45,7,76,91,lost,22 Mar 2008,Bucharest
3,v Georgia,10,3,22,91,lost,29 Mar 2008,Prague
0,v Russia,20,3,49,91,lost,19 Apr 2008,Prague
-,v Croatia,-,47,0,91,won,18 Oct 2008,Prague
-,v Mauritius,-,12,41,103,lost,17 Jul 2007,Gaberone
-,v Botswana,-,0,46,103,lost,19 Jul 2007,Gaberone
-,v Reunion,-,7,52,103,lost,21 Jul 2007,Gaberone
-,v Botswana,-,7,25,103,lost,17 May 2008,Gaberone
-,v Botswana,-,0,87,103,lost,15 Jun 2014,Gaberone
-,v Netherlands,-,12,36,100,lost,5 Nov 2005,Amsterdam
15,v Mauritius,10,15,20,100,lost,30 May 2006,Saint-Denis
-,v Brazil,-,12,30,104,lost,18 Nov 2000,Sao Paulo
-,v Trinidad & T,-,19,45,104,lost,15 Sep 2001,Port-of-Spain
24,v Colombia,0,55,0,104,won,6 Oct 2001,Caracas
27,v Peru,11,46,19,104,won,13 Oct 2001,Caracas
-,v Brazil,-,3,14,104,lost,17 Nov 2001,Sao Paulo
-,v B Virgin Is,-,5,62,107,lost,5 Feb 2000,-
8,v Bosnia & Her,18,8,23,98,lost,10 Oct 2009,Zenica
0,v Cyprus,25,5,44,98,lost,14 Nov 2009,Menton
-,v Arabian Gulf,-,3,97,105,lost,27 Apr 2001,Manama
-,v Thailand,-,10,67,105,lost,16 Nov 2002,Bangkok
3,v Kazakhstan,46,10,89,105,lost,18 Nov 2002,Bangkok
-,v Sri Lanka,-,15,54,105,lost,20 Nov 2002,Bangkok
-,v Singapore,-,0,71,105,lost,21 Jun 2003,Singapore
10,v Malaysia,3,13,20,105,lost,24 Jun 2003,Singapore
-,v Korea,-,9,63,101,lost,17 Nov 2003,Bangkok
3,v Hong Kong,13,9,27,101,lost,5 Jun 2004,Hong Kong
10,v Luxembourg,12,24,12,88,won,9 Nov 2013,Luxembourg
22,v Norway,0,43,0,88,won,19 Apr 2014,Zenica
20,v Finland,7,25,29,88,lost,31 May 2014,Turku
-,v Netherlands,-,43,7,94,won,25 Nov 2006,Chisinau
24,v Belgium,9,29,27,94,won,21 Apr 2007,Brussels
10,v Ukraine,6,17,16,94,won,5 May 2007,Kiev
5,v Netherlands,10,15,13,94,won,17 Nov 2007,Amsterdam
0,v Germany,17,5,34,94,lost,24 Nov 2007,Heidelburg
13,v Portugal,16,35,33,84,won,17 Mar 2012,Odessa
0,v Romania,26,0,71,84,lost,31 Mar 2012,Bucharest
0,v Georgia,14,3,33,84,lost,9 Jun 2012,Tbilisi
12,v Sweden,3,22,10,84,won,20 Oct 2012,Stockholm
14,v Germany,24,28,46,84,lost,27 Oct 2012,Berlin
7,v Norway,5,21,5,89,won,4 Jun 2011,Kecskemet
13,v Denmark,13,13,21,89,lost,29 Oct 2011,Esztergom
0,v Austria,17,7,38,89,lost,5 Nov 2011,Vienna
5,v Israel,30,5,44,89,lost,21 Apr 2012,Esztergom
15,v Italy A,3,25,3,81,won,20 Jun 2008,Bucharest
3,v Scotland A,31,3,69,81,lost,14 Nov 2008,Glasgow
10,v Germany,5,38,5,81,won,7 Feb 2009,Heidelburg
3,v Portugal,10,20,20,81,draw,14 Feb 2009,Tbilisi
17,v Spain,6,55,11,81,won,28 Feb 2009,Madrid
15,v Romania,13,28,23,81,won,14 Mar 2009,Tbilisi
19,v Russia,6,29,21,81,won,22 Mar 2009,Mariupol
10,v Canada,19,10,42,81,lost,6 Jun 2009,Glendale
16,v Portugal,13,29,23,82,won,15 Jun 2011,Bucharest
15,v Georgia,10,18,23,82,lost,19 Jun 2011,Bucharest
15,v Fiji,32,25,49,82,lost,10 Sep 2011,Rotorua
9,v Czechoslov,5,9,12,83,lost,11 Apr 2015,Zagreb
10,v Switzerland,17,20,40,83,lost,18 Apr 2015,Monthey
8,v Croatia,3,21,25,90,lost,19 Apr 2014,Zagreb
17,v Switzerland,13,24,18,90,won,26 Apr 2014,Siauliai
-,v Singapore,-,22,19,95,won,9 May 2009,Singapore
14,v Hong Kong,3,25,6,95,won,24 May 2009,Almaty
-,v Arabian Gulf,-,43,28,95,won,24 Apr 2010,Almaty
6,v Hong Kong,14,15,19,95,lost,8 May 2010,Hong Kong
7,v Japan,33,7,101,95,lost,15 May 2010,Tokyo
13,v Venezuela,3,26,3,97,won,12 Sep 2012,Valencia
21,v Peru,9,49,9,97,won,15 Sep 2012,Valencia
20,v Venezuela,9,32,14,97,won,25 Aug 2013,Luque
17,v Peru,10,27,28,97,lost,27 Aug 2013,Luque
-,v Poland,-,7,13,91,lost,15 Nov 2008,Ostrava
0,v Moldova,6,11,9,91,won,22 Nov 2008,Prague
-,v Niger,-,10,61,103,lost,18 Jun 2014,Gaberone
-,v Mauritius,-,0,134,103,lost,21 Jun 2014,Gaberone
-,v ,-,10,13,103,lost,4 Jul 2015,Maseru
0,v Reunion,7,3,17,100,lost,1 Jun 2006,Saint-Denis
-,v Mayotte,-,0,48,100,lost,3 Jun 2006,Saint-Denis
-,v Reunion,-,6,15,100,lost,17 Jul 2007,Gaberone
-,v Laos,-,32,17,106,won,27 Jun 2006,Phnom Penh
-,v Brazil,-,14,32,104,lost,5 Oct 2002,Lima
-,v Peru,-,12,20,104,lost,8 Oct 2002,Lima
-,v Turk & Caic,-,20,10,107,won,9 Feb 2002,Santo Domingo
10,v C Taipai,32,10,61,105,lost,28 Jun 2003,Calcutta
-,v Sri Lanka,-,17,54,105,lost,22 Jun 2004,Mumbai
-,v Thailand,-,12,86,105,lost,26 Jun 2004,Bangkok
15,v China,19,15,50,105,lost,27 Oct 2004,Hong Kong
-,v Singapore,-,24,24,101,draw,12 Jun 2004,Shanghai
19,v India,15,50,15,101,won,27 Oct 2004,Hong Kong
-,v Sri Lanka,-,30,16,101,won,30 Oct 2004,Hong Kong
10,v C Taipai,14,22,19,101,won,30 Apr 2005,Kunming
5,v Austria,23,12,26,88,lost,7 Jun 2014,Tesanj
35,v Bulgaria,7,59,12,88,won,4 Oct 2014,Zenica
16,v Turkey,10,34,25,88,won,25 Oct 2014,Edirne
14,v Finland,0,29,7,88,won,25 Apr 2015,Zenica
5,v Belgium,6,19,22,94,lost,12 Apr 2008,Chisinau
-,v Ukraine,-,9,14,94,lost,3 May 2008,Chisinau
-,v Belgium,-,20,8,94,won,16 Nov 2008,Chisinau
13,v Czech Rep,9,42,15,84,won,17 Nov 2012,Dnepropetrovsk
12,v Poland,3,12,13,84,lost,30 Mar 2013,Gdynia
13,v Moldova,19,18,38,84,lost,7 Apr 2013,Odessa
7,v Norway,7,28,14,89,won,19 May 2012,Oslo
12,v Bulgaria,3,26,29,89,lost,23 Jun 2012,Sofia
22,v Bulgaria,16,28,23,89,won,6 Oct 2012,Kecskemet
5,v Ireland A,28,5,40,81,lost,14 Jun 2009,Glendale
10,v USA,10,13,31,81,lost,21 Jun 2009,Commerce City
21,v Argentina A,12,24,22,81,won,14 Nov 2009,Tbilisi
0,v Samoa,25,12,49,82,lost,14 Sep 2011,Rotorua
0,v South Africa,31,0,87,82,lost,22 Sep 2011,North Shore City
0,v Wales,22,7,81,82,lost,26 Sep 2011,New Plymouth
7,v Senegal,12,20,18,82,won,4 Jul 2012,Antananarive
14,v Madagascar,29,54,57,82,lost,8 Jul 2012,Antananarive
20,v Andorra,8,34,15,90,won,18 Oct 2014,Andorra la Vella
25,v Hungary,7,38,29,90,won,25 Oct 2014,Siauliai
-,v Korea,-,32,25,95,won,22 May 2010,Incheon
0,v Uruguay,20,7,44,95,lost,17 Jul 2010,Montevideo
3,v Hong Kong,20,10,23,95,lost,23 Apr 2011,Almaty
5,v UAE,14,10,24,95,lost,29 Apr 2011,Abu Dhabi
0,v Japan,28,0,61,95,lost,7 May 2011,Bangkok
17,v Sri Lanka,15,34,18,95,won,14 May 2011,Almaty
3,v Paraguay,15,15,25,97,lost,30 Aug 2013,Luque
66,v ,0,112,0,97,won,31 Aug 2014,Antioquia
12,v Belgium,0,15,15,91,draw,15 Mar 2009,Brussels
5,v Ukraine,15,10,20,91,lost,21 Mar 2009,Odessa
7,v Poland,0,19,5,91,won,25 Oct 2009,Warsaw
-,v Swaziland,-,46,0,100,won,19 Jul 2007,Gaberone
-,v Mauritius,-,31,11,100,won,21 Jul 2007,Gaberone
-,v Cambodia,-,10,41,106,lost,29 Jun 2006,Phnom Penh
-,v Indonesia,-,20,32,106,lost,1 Jul 2006,Phnom Penh
-,v Cambodia,-,8,30,106,lost,11 Jul 2007,Bandar Seri Begawan
-,v Laos,-,17,6,106,won,14 Jul 2007,Bandar Seri Begawan
-,v Indonesia,-,15,28,106,lost,18 Jul 2007,Bandar Seri Begawan
-,v Colombia,-,17,3,104,won,12 Oct 2002,Lima
-,v Brazil,-,31,16,104,won,21 Sep 2003,Bogota
-,v Peru,-,24,25,104,lost,24 Sep 2003,Bogota
-,v Colombia,-,47,22,104,won,27 Sep 2003,Bogota
-,v Uruguay,-,8,92,104,lost,24 Apr 2004,Santiago
-,v Pakistan,-,56,3,105,won,30 Oct 2004,Hong Kong
-,v Kazakhstan,-,22,36,105,lost,5 Jun 2005,Mumbai
-,v Malaysia,-,48,12,105,won,11 Jun 2005,Mumbai
-,v Guam,-,8,8,105,draw,18 Jun 2005,Guam
-,v Arabian Gulf,-,22,24,101,lost,11 Nov 2005,Dubai
0,v Sri Lanka,18,0,30,101,lost,29 Apr 2006,Colombo
14,v Hong Kong,0,23,7,101,won,21 May 2006,Shenyang
3,v Norway,3,16,10,88,won,9 May 2015,Zenica
6,v Czech Rep,0,9,11,94,lost,22 Nov 2008,Prague
0,v Ukraine,12,0,32,94,lost,9 May 2009,Kiev
6,v Germany,15,16,28,84,lost,26 Oct 2013,Komsomolsk
28,v Sweden,11,35,11,84,won,2 Nov 2013,
0,v Slovenia,5,7,8,89,lost,27 Oct 2012,Ljubliana
3,v Austria,7,11,10,89,won,6 Apr 2013,Vienna
6,v Cyprus,13,15,16,89,lost,20 Apr 2013,Esztergom
7,v Italy A,0,7,8,81,lost,20 Nov 2009,Palmanova
42,v Germany,3,77,3,81,won,6 Feb 2010,Tbilisi
10,v Portugal,7,16,10,81,won,13 Feb 2010,Lisbon
7,v Spain,3,17,9,81,won,27 Feb 2010,Tbilisi
7,v Romania,13,10,22,81,lost,13 Mar 2010,Bucharest
16,v Zimbabwe,15,37,33,82,won,10 Nov 2012,Windhoek
26,v Spain,17,37,38,82,lost,17 Nov 2012,Windhoek
13,v Senegal,6,35,12,82,won,11 Jun 2013,Dakar
18,v Latvia,6,46,11,90,won,25 Apr 2015,Siauliai
21,v Cyprus,3,26,20,90,won,2 May 2015,Paphos
0,v Japan,35,0,87,95,lost,28 Apr 2012,Almaty
0,v UAE,29,31,46,95,lost,11 May 2012,Dubai
32,v Peru,6,56,6,97,won,3 Sep 2014,Antioquia
27,v Venezuela,10,27,10,97,won,6 Sep 2014,Antioquia
10,v Moldova,27,30,45,91,lost,14 Nov 2009,Chisinau
14,v Hong Kong,0,17,5,91,won,16 Dec 2009,Prague
11,v Belgium,9,16,19,91,lost,3 Apr 2010,Prague
12,v Ukraine,8,27,16,91,won,10 Apr 2010,Prague
7,v Poland,7,20,15,91,won,9 Oct 2010,Prague
-,v Tanzania,-,37,14,100,won,18 Aug 2007,Gaberone
-,v Swaziland,-,25,7,100,won,17 May 2008,Gaberone
-,v Uganda,-,10,27,100,lost,14 Jun 2008,Gaberone
-,v Madagascar,-,15,45,100,lost,12 Jul 2008,Antananarive
-,v Moldova,-,8,58,108,lost,18 Nov 2000,Chisinau
3,v PNG,10,10,32,109,lost,9 Jun 2001,Port Vila
-,v Guam,-,0,74,106,lost,28 Jun 2008,Guam
-,v Philippines,-,0,101,106,lost,2 Jul 2008,Guam
-,v Laos,-,8,28,106,lost,22 Mar 2009,Savannakhet
-,v Cambodia,-,21,10,106,won,25 Mar 2009,Savannakhet
3,v Chile,50,3,95,104,lost,28 Apr 2004,Santiago
7,v Argentina,69,7,147,104,lost,1 May 2004,Santiago
-,v Peru,-,32,22,104,won,6 Nov 2004,Lima
-,v Colombia,-,31,27,104,won,13 Nov 2004,Medellin
-,v Brazil,-,5,11,104,lost,20 Nov 2004,Barquisimeto
8,v Malaysia,28,20,61,105,lost,5 Jun 2006,Bangkok
0,v Thailand,21,28,50,105,lost,7 Jun 2006,Bangkok
-,v Guam,-,47,0,105,won,23 Jun 2007,Mumbai
-,v Philippines,-,11,3,105,won,1 Jul 2007,Manila
-,v Pakistan,-,19,0,105,won,4 Nov 2007,Colombo
-,v Malaysia,-,52,23,101,won,9 Jun 2007,Beijing
-,v Singapore,-,36,20,101,won,16 Jun 2007,Singapore
-,v Sri Lanka,-,10,26,101,lost,3 Nov 2007,Colombo
-,v Malaysia,-,56,6,101,won,5 Nov 2007,Colombo
-,v C Taipai,-,28,22,101,won,10 Nov 2007,Colombo
-,v Poland,-,28,30,94,lost,16 May 2009,Chisinau
3,v Belgium,8,3,14,94,lost,31 Oct 2009,Brussels
27,v Czech Rep,10,45,30,94,won,14 Nov 2009,Chisinau
-,v Ukraine,-,28,19,94,won,24 Apr 2010,Anenii-Noi
17,v Poland,22,36,25,94,won,13 Nov 2010,Gdynia
0,v Belgium,11,5,20,94,lost,12 Feb 2011,Brussels
12,v Czech Rep,3,17,10,84,won,16 Nov 2013,Zlin
5,v Moldova,14,8,28,84,lost,12 Apr 2014,Chisinau
15,v Poland,6,29,28,84,won,26 Apr 2014,Lvov
31,v Sweden,0,45,0,84,won,18 Oct 2014,Enkoping
10,v Moldova,17,15,29,84,lost,8 Nov 2014,Chisinau
41,v Bulgaria,0,67,5,89,won,5 Oct 2013,Sofia
13,v Slovenia,0,35,3,89,won,26 Oct 2013,Esztergom
20,v Austria,0,23,12,89,won,12 Apr 2014,Esztergom
22,v Russia,5,36,8,81,won,20 Mar 2010,Trabzon
3,v Scotland A,13,22,21,81,won,11 Jun 2010,Bucharest
0,v Italy A,12,3,21,81,lost,15 Jun 2010,Bucharest
13,v Namibia,0,16,21,81,lost,20 Jun 2010,Bucharest
13,v Tunisia,6,45,13,82,won,15 Jun 2013,Dakar
13,v Zimbabwe,17,35,26,82,won,8 Nov 2013,Windhoek
15,v Kenya,25,55,35,82,won,16 Nov 2013,Windhoek
12,v Kenya,7,22,29,82,lost,28 Jun 2014,Antananarive
5,v Korea,44,17,87,95,lost,19 May 2012,Almaty
0,v Hong Kong,27,0,55,95,lost,26 May 2012,Hong Kong
9,v Belgium,24,12,24,91,lost,13 Nov 2010,Prague
8,v Netherlands,3,25,13,91,won,20 Nov 2010,Amsterdam
-,v Zambia,-,16,10,100,won,20 Jul 2009,Gaberone
-,v Reunion,-,39,17,100,won,22 Jul 2009,Gaberone
-,v Zimbabwe,-,3,23,100,lost,25 Jul 2009,Gaberone
-,v Belgium,-,0,26,108,lost,25 Nov 2000,Marsa
-,v Solomon Is,-,3,11,109,lost,16 Jun 2001,Honiara
-,v Niue Island,-,5,52,109,lost,29 Jun 2002,Port Vila
5,v N Caledonia,17,14,17,109,lost,23 Oct 2004,Noumea
-,v N Caledonia,-,14,17,109,lost,30 Oct 2004,-
-,v Solomon Is,-,12,20,109,lost,29 Jul 2005,Port Vila
15,v Zambia,6,24,25,110,lost,28 Jul 2001,Chingola
-,v Cambodia,-,10,9,106,won,20 Jun 2010,Phnom Penh
0,v Laos,9,5,23,106,lost,23 Jun 2010,Phnom Penh
0,v Cambodia,15,19,15,106,won,26 Jun 2012,Phnom Penh
0,v Laos,42,7,70,106,lost,28 Jun 2012,Phnom Penh
-,v Brazil,-,12,20,104,lost,25 Sep 2005,Asuncion
-,v Paraguay,-,7,94,104,lost,28 Sep 2005,Asuncion
-,v Peru,-,19,20,104,lost,30 Sep 2005,Asuncion
-,v Colombia,-,24,7,104,won,2 Oct 2005,Asuncion
-,v Costa Rica,-,70,0,104,won,14 Oct 2006,Caracas
-,v Iran,-,7,39,105,lost,8 Nov 2007,Colombo
-,v Thailand,-,22,30,105,lost,11 Jun 2008,Bangkok
-,v Pakistan,-,92,0,105,won,14 Jun 2008,Bangkok
-,v Malaysia,-,29,43,105,lost,3 Jun 2009,Kuala Lumpur
-,v Pakistan,-,44,3,105,won,6 Jun 2009,Kuala Lumpur
-,v Pakistan,-,25,19,101,won,3 Jun 2009,Kuala Lumpur
-,v Malaysia,-,15,43,101,lost,6 Jun 2009,Kuala Lumpur
0,v India,44,0,94,101,lost,2 Jun 2010,Delhi
3,v Thailand,22,3,56,101,lost,5 Jun 2010,Delhi
20,v Indonesia,13,32,23,101,won,22 Jun 2011,Jakarta
5,v Guam,18,28,18,101,won,25 Jun 2011,Jakarta
12,v Czech Rep,3,24,16,94,won,19 Mar 2011,Chisinau
13,v Germany,8,28,15,94,won,2 Apr 2011,Chisinau
12,v Netherlands,8,22,15,94,won,30 Apr 2011,Chisinau
12,v Poland,10,17,17,94,draw,12 Nov 2011,Chisinau
7,v Belgium,6,10,25,84,lost,15 Nov 2014,Namur
10,v Poland,11,20,17,84,won,9 May 2015,Krakow
0,v Netherlands,3,18,10,84,won,23 May 2015,Odessa
6,v Cyprus,29,13,46,89,lost,17 May 2014,Paphos
7,v Lithuania,25,29,38,89,lost,25 Oct 2014,Siauliai
11,v Latvia,10,14,16,89,lost,2 Nov 2014,Esztergom
9,v Cyprus,5,15,17,89,lost,28 Mar 2015,Szazhalombatta
15,v Canada,8,22,15,81,won,20 Nov 2010,Tbilisi
6,v USA,11,19,17,81,won,27 Nov 2010,Tbilisi
24,v Ukraine,0,62,3,81,won,5 Feb 2011,Tbilisi
27,v Spain,0,60,0,81,won,12 Feb 2011,Tbilisi
10,v Zimbabwe,17,24,20,82,won,2 Jul 2014,Antananarive
63,v Madagascar,0,89,10,82,won,6 Jul 2014,Antananarive
36,v Germany,6,58,20,82,won,29 Oct 2014,Windhoek
6,v Canada,9,13,17,82,lost,7 Nov 2014,Colwyn Bay
13,v Portugal,12,20,29,82,lost,22 Nov 2014,Lisbon
-,v Thailand,-,10,33,95,lost,31 Mar 2013,Colombo
-,v C Taipai,-,42,10,95,won,3 Apr 2013,Colombo
-,v Sri Lanka,-,18,49,95,lost,6 Apr 2013,Colombo
26,v Germany,13,29,23,91,won,12 Mar 2011,Heidelburg
3,v Moldova,12,16,24,91,lost,19 Mar 2011,Chisinau
